Commodity Code,O*NET-SOC Code,O*NET-SOC Title,T2 Type,T2 Example,Commodity Title
43211504,"13-2011.02","Auditors","Tools","Personal digital assistants PDA","Personal digital assistant PDAs or organizers"
43211504,"13-2021.01","Assessors","Tools","Personal digital assistants PDA","Personal digital assistant PDAs or organizers"
43211504,"13-2021.02","Appraisers, Real Estate","Tools","Personal digital assistants PDA","Personal digital assistant PDAs or organizers"
43211504,"13-2052.00","Personal Financial Advisors","Tools","Personal digital assistants PDA","Personal digital assistant PDAs or organizers"
43211504,"13-2072.00","Loan Officers","Tools","Personal digital assistants PDA","Personal digital assistant PDAs or organizers"
43211504,"15-1032.00","Computer Software Engineers, Systems Software","Tools","Personal digital assistants PDA","Personal digital assistant PDAs or organizers"
43211504,"15-1041.00","Computer Support Specialists","Tools","Personal digital assistants PDA","Personal digital assistant PDAs or organizers"
43211504,"15-1051.00","Computer Systems Analysts","Tools","Personal digital assistants PDA","Personal digital assistant PDAs or organizers"
43211504,"17-2021.00","Agricultural Engineers","Tools","Personal digital assistants PDA","Personal digital assistant PDAs or organizers"
43211504,"17-2041.00","Chemical Engineers","Tools","Personal digital assistants PDA","Personal digital assistant PDAs or organizers"
43211504,"17-2111.01","Industrial Safety and Health Engineers","Tools","Personal digital assistants PDA","Personal digital assistant PDAs or organizers"
43211504,"17-2171.00","Petroleum Engineers","Tools","Personal digital assistants PDA","Personal digital assistant PDAs or organizers"
43211504,"17-3031.01","Surveying Technicians","Tools","Handheld data collectors","Personal digital assistant PDAs or organizers"
43211504,"17-3031.01","Surveying Technicians","Tools","Portable hydrographic surveying equipment","Personal digital assistant PDAs or organizers"
43211504,"19-1013.00","Soil and Plant Scientists","Tools","Personal digital assistants PDA","Personal digital assistant PDAs or organizers"
43211504,"19-2041.00","Environmental Scientists and Specialists, Including Health","Tools","Pocket personal computers PC","Personal digital assistant PDAs or organizers"
43211504,"19-2042.00","Geoscientists, Except Hydrologists and Geographers","Tools","Mobile wireless handheld communication devices","Personal digital assistant PDAs or organizers"
43211504,"19-2043.00","Hydrologists","Tools","Handheld data collection units","Personal digital assistant PDAs or organizers"
43211504,"19-3021.00","Market Research Analysts","Tools","Personal digital assistants PDA","Personal digital assistant PDAs or organizers"
43211504,"19-3022.00","Survey Researchers","Tools","Personal digital assistants PDA","Personal digital assistant PDAs or organizers"
43211504,"19-3031.01","School Psychologists","Tools","Personal digital assistants PDA","Personal digital assistant PDAs or organizers"
43211504,"19-3091.02","Archeologists","Tools","Personal digital assistants PDA","Personal digital assistant PDAs or organizers"
43211504,"19-3092.00","Geographers","Tools","Personal digital assistants PDA","Personal digital assistant PDAs or organizers"
43211504,"19-4091.00","Environmental Science and Protection Technicians, Including Health","Tools","Pocket personal computers PC","Personal digital assistant PDAs or organizers"
43211504,"19-4093.00","Forest and Conservation Technicians","Tools","Field personal computers PC","Personal digital assistant PDAs or organizers"
43211504,"19-4093.00","Forest and Conservation Technicians","Tools","Global positioning system GPS data collectors","Personal digital assistant PDAs or organizers"
43211504,"21-1011.00","Substance Abuse and Behavioral Disorder Counselors","Tools","Personal digital assistants PDA","Personal digital assistant PDAs or organizers"
43211504,"21-1015.00","Rehabilitation Counselors","Tools","Personal digital assistants PDA","Personal digital assistant PDAs or organizers"
43211504,"23-2091.00","Court Reporters","Tools","Personal digital assistants PDA","Personal digital assistant PDAs or organizers"
43211504,"27-1025.00","Interior Designers","Tools","Personal digital assistants PDA","Personal digital assistant PDAs or organizers"
43211504,"29-1031.00","Dietitians and Nutritionists","Tools","Personal digital assistants PDA","Personal digital assistant PDAs or organizers"
43211504,"29-1061.00","Anesthesiologists","Tools","Personal digital assistants PDA","Personal digital assistant PDAs or organizers"
43211504,"29-1064.00","Obstetricians and Gynecologists","Tools","Personal digital assistants PDA","Personal digital assistant PDAs or organizers"
43211504,"29-1065.00","Pediatricians, General","Tools","Personal digital assistants PDA","Personal digital assistant PDAs or organizers"
43211504,"29-1066.00","Psychiatrists","Tools","Personal digital assistants PDA","Personal digital assistant PDAs or organizers"
43211504,"29-1071.00","Physician Assistants","Tools","Personal digital assistants PDA","Personal digital assistant PDAs or organizers"
43211504,"29-1111.00","Registered Nurses","Tools","Personal digital assistants PDA","Personal digital assistant PDAs or organizers"
43211504,"29-1111.00","Registered Nurses","Tools","Pocket personal computers PC","Personal digital assistant PDAs or organizers"
43211504,"29-1123.00","Physical Therapists","Tools","Personal digital assistants PDA","Personal digital assistant PDAs or organizers"
43211504,"29-1126.00","Respiratory Therapists","Tools","Personal digital assistants PDA","Personal digital assistant PDAs or organizers"
43211504,"29-2041.00","Emergency Medical Technicians and Paramedics","Tools","Personal digital assistants PDA","Personal digital assistant PDAs or organizers"
43211504,"29-2055.00","Surgical Technologists","Tools","Personal digital assistants PDA","Personal digital assistant PDAs or organizers"
43211504,"29-2061.00","Licensed Practical and Licensed Vocational Nurses","Tools","Personal digital assistants PDA","Personal digital assistant PDAs or organizers"
43211504,"29-2091.00","Orthotists and Prosthetists","Tools","Personal digital assistants PDA","Personal digital assistant PDAs or organizers"
43211504,"31-1011.00","Home Health Aides","Tools","Personal digital assistants PDA","Personal digital assistant PDAs or organizers"
43211504,"33-2011.01","Municipal Fire Fighters","Tools","Handheld computers","Personal digital assistant PDAs or organizers"
43211504,"33-3021.02","Police Identification and Records Officers","Tools","Personal digital assistants PDA","Personal digital assistant PDAs or organizers"
43211504,"35-3031.00","Waiters and Waitresses","Tools","Personal digital assistants PDA","Personal digital assistant PDAs or organizers"
43211504,"39-6031.00","Flight Attendants","Tools","Personal digital assistants PDA","Personal digital assistant PDAs or organizers"
43211504,"39-9031.00","Fitness Trainers and Aerobics Instructors","Tools","Personal digital assistants PDA","Personal digital assistant PDAs or organizers"
43211504,"41-1011.00","First-Line Supervisors/Managers of Retail Sales Workers","Tools","Personal digital assistants PDA","Personal digital assistant PDAs or organizers"
43211504,"41-3011.00","Advertising Sales Agents","Tools","Personal digital assistants PDA","Personal digital assistant PDAs or organizers"
43211504,"41-4011.00","Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products","Tools","Personal digital assistants PDA","Personal digital assistant PDAs or organizers"
43211504,"47-2031.01","Construction Carpenters","Tools","Personal digital assistants PDA","Personal digital assistant PDAs or organizers"
43211504,"47-2031.02","Rough Carpenters","Tools","Personal digital assistants PDA","Personal digital assistant PDAs or organizers"
43211504,"47-2051.00","Cement Masons and Concrete Finishers","Tools","Personal digital assistants PDA","Personal digital assistant PDAs or organizers"
43211504,"47-2081.00","Drywall and Ceiling Tile Installers","Tools","Personal digital assistants PDA","Personal digital assistant PDAs or organizers"
43211504,"47-2131.00","Insulation Workers, Floor, Ceiling, and Wall","Tools","Personal digital assistants PDA","Personal digital assistant PDAs or organizers"
43211504,"47-2132.00","Insulation Workers, Mechanical","Tools","Personal digital assistants PDA","Personal digital assistant PDAs or organizers"
43211504,"47-2141.00","Painters, Construction and Maintenance","Tools","Personal digital assistants PDA","Personal digital assistant PDAs or organizers"
43211504,"47-2181.00","Roofers","Tools","Personal digital assistants PDA","Personal digital assistant PDAs or organizers"
43211504,"47-4011.00","Construction and Building Inspectors","Tools","Pocket personal computers PC","Personal digital assistant PDAs or organizers"
43211504,"47-4021.00","Elevator Installers and Repairers","Tools","Personal digital assistants PDA","Personal digital assistant PDAs or organizers"
43211504,"47-4041.00","Hazardous Materials Removal Workers","Tools","Personal digital assistants PDA","Personal digital assistant PDAs or organizers"
43211504,"49-3011.00","Aircraft Mechanics and Service Technicians","Tools","Handheld computers","Personal digital assistant PDAs or organizers"
43211504,"49-3023.02","Automotive Specialty Technicians","Tools","Personal digital assistants PDA","Personal digital assistant PDAs or organizers"
43211504,"49-9012.00","Control and Valve Installers and Repairers, Except Mechanical Door","Tools","Handheld computers","Personal digital assistant PDAs or organizers"
43211504,"49-9021.01","Heating and Air Conditioning Mechanics and Installers","Tools","Personal digital assistants PDA","Personal digital assistant PDAs or organizers"
43211504,"49-9042.00","Maintenance and Repair Workers, General","Tools","Handheld computers","Personal digital assistant PDAs or organizers"
43211504,"51-4011.00","Computer-Controlled Machine Tool Operators, Metal and Plastic","Tools","Personal digital assistants PDA","Personal digital assistant PDAs or organizers"
43211504,"51-4041.00","Machinists","Tools","Personal digital assistants PDA","Personal digital assistant PDAs or organizers"
43211504,"53-1031.00","First-Line Supervisors/Managers of Transportation and Material-Moving Machine and Vehicle Operators","Tools","Personal digital assistants PDA","Personal digital assistant PDAs or organizers"
43211504,"53-2011.00","Airline Pilots, Copilots, and Flight Engineers","Tools","Personal digital assistants PDA","Personal digital assistant PDAs or organizers"
43211504,"53-2012.00","Commercial Pilots","Tools","Personal digital assistants PDA","Personal digital assistant PDAs or organizers"
43211504,"53-3031.00","Driver/Sales Workers","Tools","Handheld computers","Personal digital assistant PDAs or organizers"
43211504,"53-3032.00","Truck Drivers, Heavy and Tractor-Trailer","Tools","Personal digital assistants PDA","Personal digital assistant PDAs or organizers"
43211504,"53-3041.00","Taxi Drivers and Chauffeurs","Tools","Personal digital assistants PDA","Personal digital assistant PDAs or organizers"
43211504,"53-6041.00","Traffic Technicians","Tools","Data collectors","Personal digital assistant PDAs or organizers"
43211504,"53-6051.08","Freight and Cargo Inspectors","Tools","Handheld computers","Personal digital assistant PDAs or organizers"
